,target,text
4434,0,Sounds great! Im going to sleep now. Have a good night!
1724,0,There bold 2  &lt;#&gt; . Is that yours
3531,0,Prepare to be pounded every night...
106,0,"Aight, I'll hit you up when I get some cash"
994,0,"I can't, I don't have her number!"
2892,0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
734,0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
344,0,My sister cleared two round in birla soft yesterday.
770,0,Not getting anywhere with this damn job hunting over here!
4944,0,Wrong phone! This phone! I answer this one but assume the other is people i don't well
5333,0,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
5293,1,XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
4602,0,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
1410,0,Pls speak to that customer machan.
140,0,"K, text me when you're on the way"
2196,0,"Not much, just some textin'. How bout you?"
5230,0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
1289,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
3200,0,Just curious because my cuz asked what I was up to
4328,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
901,0,How is it possible to teach you. And where.
822,1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
1251,1,Please CALL 08712402779 immediately as there is an urgent message waiting for you
1623,0,"Ah, well that confuses things, doesnâ€˜t it?"
2362,0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
1621,0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
4115,0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
4633,0,Oh wow thats gay. Will firmware update help
4680,0,"That's cool he'll be here all night, lemme know when you're around"
3559,1,URGENT! We are trying to contact U Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
4528,0,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
4218,0,Actually i'm waiting for 2 weeks when they start putting ad.
3920,1,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk
1155,0,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
3748,0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
1404,0,Actually getting ready to leave the house.
3486,0,"Yeah, probably earlier than that"
3817,0,This is my number by vivek..
4331,0,Nope i'll come online now..
914,0,"Call me da, i am waiting for your call."
911,0,I am sorry it hurt you.
4851,0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
546,0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
5285,0,I'm still pretty weak today .. Bad day ?
2912,0,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
4464,0,Ranjith cal drpd Deeraj and deepak 5min hold
5567,0,Will Ã¼ b going to esplanade fr home?
1063,1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
4957,0,I'm vivek:)i got call from your number.
3225,0,I need... Coz i never go before 
1017,0,Shall i send that exe to your mail id.
4305,0,Yo come over carlos will be here soon
2968,0,"Mostly sports type..lyk footbl,crckt.."
5148,0,Pls call me da. What happen.
4136,0,have you ever had one foot before?
2287,0,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
1655,0,At 7 we will go ok na.
907,0,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
5109,1,You have 1 new message. Please call 08715205273
1337,0,Then she buying today? Ãœ no need to c meh...
1121,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
1447,0,Donâ€˜t give a flying monkeys wot they think and I certainly donâ€˜t mind. Any friend of mine and all that!
5031,0,Hey... Very inconvenient for your sis a not huh?
3911,0,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
5262,0,Pls speak with me. I wont ask anything other then you friendship.
5074,0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
1372,0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
3136,0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
4694,0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
1450,0,Msg me when rajini comes.
2194,0,Hi my email address has changed now it is 
5450,0,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
4074,0,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
4352,0,Hows the pain dear?y r u smiling?
1322,0,Oh just getting even with u.... u?
1314,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
3945,0,I will be gentle princess! We will make sweet gentle love...
2525,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
5527,0,Its just the effect of irritation. Just ignore it
3428,0,Hi darlin did youPhone me? Im atHome if youwanna chat.
2950,0,Where are you ? You said you would be here when I woke ... :-(
5024,0,Where you. What happen
4647,0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
1387,0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
177,0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
1472,0,"Just sent you an email â€“ to an address with incomm in it, is that right?"
1207,0,I need you to be in my strong arms...
1599,0,"Yeah probably, I still gotta check out with leo"
4595,0,Yo sorry was in the shower sup
4629,0,Only saturday and sunday holiday so its very difficult:)
156,0,I'm leaving my house now...
1632,0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
2053,0,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
792,0,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÂ’S AL!!!!!!!!!
5525,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
1659,0,"Yeah, where's your class at?"
561,0,Thanx 4 e brownie it's v nice...
5105,0,Ding me on ya break fassyole! Blacko from londn
4377,0,How much is torch in 9ja.
2685,1,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
3566,0,Its ok..come to my home it vl nice to meet and v can chat..
2977,0,"Ok omw now, you at castor?"
4021,0,We have to pick rayan macleran there.
5213,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
704,0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
252,0,What you doing?how are you?
3180,0,There the size of elephant tablets & u shove um up ur ass!!
2268,1,88066 FROM 88066 LOST 3POUND HELP
2298,0,Dont pick up d call when something important is There to tell. Hrishi
4667,0,I send the print  outs da.
456,0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÂ’T LIKE ME LIKE THAT SO DONÂ’T WORRY."
5561,0,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
4512,0,Now project pa. After that only i can come.
3459,1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
4169,0,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
1036,0,"No my blankets are sufficient, thx"
4354,1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
3331,0,How much it will cost approx . Per month.
2033,0,IM GONNA MISS U SO MUCH
2332,0,We are both fine. Thanks
1497,0,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
53,1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
4379,0,How are you. Just checking up on you
3694,0,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
1895,0,"Uh, heads up we don't have THAT much left"
2803,1,FreeMsg>FAV XMAS TONES!Reply REAL
904,0,"We're all getting worried over here, derek and taylor have already assumed the worst"
2243,0,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
2697,0,Can you use foreign stamps for whatever you send them off for? 
1964,0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
1120,0,Cancel cheyyamo?and get some money back?
4485,0,What not under standing.
5480,0,Shall call now dear having food
3895,0,Yes. Last  practice
1382,0,Its ok my arm is feeling weak cuz i got a shot so we can go another time
862,0,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
5171,0,"Aight, text me tonight and we'll see what's up"
813,0,I borrow ur bag ok.
3724,1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
4878,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1135,0,K do I need a login or anything
4928,0,Just hopeing that wasnâ€˜t too pissed up to remember and has gone off to his sisters or something!
2649,0,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
4763,0,Prepare to be pleasured :)
4637,0,Oh ho. Is this the first time u use these type of words
1994,0,Have you been practising your curtsey?
5111,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
685,0,Have you finished work yet? :)
4951,0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
1311,0,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
3648,0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
5472,0,Ok lor Ã¼ reaching then message me.
2691,0,Hey tmr meet at bugis 930 ?
3440,0,What time you thinkin of goin?
3076,0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
3202,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
5402,0,So gd got free ice cream... I oso wan...
162,0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
58,0,Yes..gauti and sehwag out of odi series.
649,1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
2497,0,Dai what this da.. Can i send my resume to this id.
2,0,U dun say so early hor... U c already then say...
3067,0,Ok. So april. Cant wait
226,1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
574,0,Nope i waiting in sch 4 daddy... 
3956,0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
4963,0,I want to see your pretty pussy...
5007,0,Oh k. . I will come tomorrow
3337,0,I AM AT THE GAS STATION. GO THERE.
1626,0,Dear how you. Are you ok?
4276,0,Can you please send me my aunty's number
1861,0,Aiyah then i wait lor. Then u entertain me. Hee...
2782,0,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
4117,0,"Sure thing big man. i have hockey elections at 6, shouldnâ€˜t go on longer than an hour though"
1099,0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
1657,0,S:-)if we have one good partnership going we will take lead:)
5084,0,Sorry i missed your call. Can you please call back.
3734,0,"4 tacos + 1 rajas burrito, right?"
5560,0,Get me out of this dump heap. My mom decided to come to lowes. BORING.
3922,0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
4258,0,I am late. I will be there at
54,0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
1172,0,Happy new years melody!
3696,0,I am in tirupur.  call you da.
3539,0,What happen dear. Why you silent. I am tensed
557,0,I know that my friend already told that.
3740,0,No da. . Vijay going to talk in jaya tv
4408,0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
4531,0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
2602,0,So when you gonna get rimac access 
3749,1,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
5444,0,"And that's fine, I got enough bud to last most of the night at least"
2381,0,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
407,0,Hello! Good week? Fancy a drink or something later?
589,0,"I'm in a meeting, call me later at"
3380,0,Just finished. Missing you plenty
5218,0,Pls she needs to dat slowly or she will vomit more.
3861,1,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
1123,0,Good morning princess! How are you?
555,0,O. Well uv causes mutations. Sunscreen is like essential thesedays
605,0,TaKe CaRE n gET WeLL sOOn
2137,0,Then why you came to hostel.
1860,0,"It could work, we'll reach a consensus at the next meeting"
2616,0,I went to ur hon lab but no one is there.
3479,0,Be sure to check your yahoo email. We sent photos yesterday
1465,1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
3914,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
2960,0,Sir send to group mail check it.
4390,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
2482,0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
3066,1,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
4019,1,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at Â£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
4959,0,"What i mean was i left too early to check, cos i'm working a 9-6."
4710,0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
2751,0,Play w computer? Aiyah i tok 2 u lor?
2671,0,"That's cool, I'll come by like  &lt;#&gt; ish"
1795,0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
3449,0,Sorry. || mail? || 
161,0,New car and house for my parents.:)i have only new job in hand:)
4683,0,Ok u can take me shopping when u get paid =D
5131,0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
2079,0,I can take you at like noon
4605,0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
5200,1,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
4523,0,Actually I decided I was too hungry so I haven't left yet :V
2417,0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
4617,0,Good. do you think you could send me some pix? I would love to see your top and bottom...
489,0,I think i've fixed it can you send a test message?
1317,1,"Win the newest â€œHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
3674,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
898,0,"Thursday night? Yeah, sure thing, we'll work it out then"
4029,0,"[â€¦] anyway, many good evenings to u! s"
1038,0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
2940,1,You have 1 new message. Please call 08712400200.
2833,1,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
5206,0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
4486,0,have * good weekend.
5390,0,Watching ajith film ah?
2786,0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2731,0,Mm feeling sleepy. today itself i shall get that dear
3131,1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
2366,1,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
5324,0,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
4783,0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
2089,0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
610,1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
2421,0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
136,0,He is there. You call and meet him
464,0,Ok i am on the way to railway
968,0,Are you willing to go for aptitude class.
5133,0,Sday only joined.so training we started today:)
2875,0,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2976,0,I love u 2 my little pocy bell I am sorry but I love u
3713,0,If i not meeting Ã¼ all rite then i'll go home lor. If Ã¼ dun feel like comin it's ok.
1561,0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
1186,0,"Goodmorning, Today i am late for  &lt;#&gt; min."
2476,0,i dnt wnt to tlk wid u
698,0,Mum ask Ã¼ to buy food home...
2321,0,Ok...
5492,0,I think if he rule tamilnadu..then its very tough for our people.
3667,0,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
5288,0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
2918,0,Thanks chikku..:-) gud nyt:-*
1192,0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
138,1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
872,0,I'll text you when I drop x off
4720,0,Forgot to tell Ã¼ smth.. Can Ã¼ like number the sections so that it's clearer..
1700,0,Please ask mummy to call father
4087,1,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
5113,0,Argh why the fuck is nobody in town ;_;
1405,0,K..k..any special today?
2342,1,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
1609,0,You all ready for * big day tomorrow?
3427,0,Haha okay... Today weekend leh... 
1347,0,She doesnt need any test.
4292,0,G.W.R
852,0,No da if you run that it activate the full version da.
434,0,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
1428,0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
4141,0,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
2117,0,Wish u many many returns of the day.. Happy birthday vikky..
220,0,Ok no prob. Take ur time.
65,0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
5533,0,Ok which your another number
2155,0,What year. And how many miles.
4396,0,Dear :-/ why you mood off. I cant drive so i brother to drive
1414,0,So wats ur opinion abt him and how abt is character?
3171,0,Still otside le..u come 2morrow maga..
3102,0,Even if he my friend he is a priest call him now
3412,0,No she didnt. I will search online and let you know.
816,0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
5059,1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
3443,0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
4598,0,I'm stuck in da middle of da row on da right hand side of da lt... 
169,0,Yes :)it completely in out of form:)clark also utter waste.
428,0,7 at esplanade.. Do Ã¼ mind giving me a lift cos i got no car today..
1090,1,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
149,0,Sindu got job in birla soft ..
4446,0,Merry christmas to u too annie!
978,0,Hey you can pay. With salary de. Only  &lt;#&gt; .
3576,0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
255,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out
2553,0,Ãœ give me some time to walk there.
3006,0,Also hi wesley how've you been
2422,0,A bloo bloo bloo I'll miss the first bowl
4639,0,Of course. I guess god's just got me on hold right now.
592,1,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
4982,0,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
599,0,I'm going out to buy mum's present ar.
2128,0,Well I'm going to be an aunty!
726,0,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
4871,0,Well. You know what i mean. Texting
5086,0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
4514,0,"Sure, whenever you show the fuck up &gt;:("
684,0,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
952,0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
922,0,It shall be fine. I have avalarr now. Will hollalater
3590,0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
2191,0,Thankyou so much for the call. I appreciate your care.
2827,0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
2771,0,Then ur sis how?
235,0,I have printed it oh. So  &lt;#&gt;  come upstairs
742,0,Just got up. have to be out of the room very soon. â€¦. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
4097,0,i am going to bed now prin
2015,0,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
303,0,He is a womdarfull actor
833,0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
1119,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
195,0,Gud mrng dear hav a nice day
1324,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
5192,0,"It's wylie, you in tampa or sarasota?"
2284,0,"Velly good, yes please!"
1962,1,it to 80488. Your 500 free text messages are valid until 31 December 2005.
3195,0,Great. P diddy is my neighbor and comes for toothpaste every morning
4702,0,Anytime...
2303,0,Should I tell my friend not to come round til like  &lt;#&gt; ish?
1603,0,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
797,0,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
4765,0,if you text on your way to cup stop that should work. And that should be BUS
665,0,En chikku nange bakra msg kalstiya..then had tea/coffee?
618,0,I come n pick Ã¼ up... Come out immediately aft ur lesson...
2982,0,"Tonight? Yeah, I'd be down for that"
1606,0,Ok no prob... I'll come after lunch then...
3958,0,So i could kiss and feel you next to me...
4127,0,"Sorry, I'll call later"
2794,0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
4758,1,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
2064,0,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
4520,0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
4960,0,I want  &lt;#&gt;  rs da:)do you have it?
3731,0,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
3522,0,"Im sorry bout last nite it wasnÂ’t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
3164,0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
104,0,Umma my life and vava umma love you lot dear
285,0,"K, I might come by tonight then if my class lets out early"
2541,0,I dont. Can you send it to me. Plus how's mode.
826,0,Hahaha..use your brain dear
1152,0,Ok i go change also...
3290,0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
3458,0,Have your lunch and come quickly and open the door:)
225,0,Would really appreciate if you call me. Just need someone to talk to.
747,1,U are subscribed to the best Mobile Content Service in the UK for Â£3 per 10 days until you send STOP to 82324. Helpline 08706091795
3670,0,Ok thanx... Take care then...
5064,0,I dunno lei... Like dun haf...
3229,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2096,0,I'm done...
4875,0,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
3972,0,WOT U UP 2 J?
